From,From_Label,To,To_Label,Count,Area_km2,Period
15,Water,11,Lichens and Mosses,392,0.3528,2020-2021
15,Water,12,Bareland,74178,66.7602,2020-2021
15,Water,13,Built-up,22527,20.2743,2020-2021
15,Water,15,Water,3927007918,3534307.1262,2020-2021
15,Water,16,Permanent ice and snow,3715,3.3435,2020-2021
15,Water,20,Forest,66920,60.228,2020-2021
16,Permanent ice and snow,5,Shrubland,14342,12.9078,2020-2021
16,Permanent ice and snow,7,Grassland,1515,1.3635,2020-2021
16,Permanent ice and snow,8,Cropland,1449,1.3041,2020-2021
16,Permanent ice and snow,9,Wetland,27,0.0243,2020-2021
16,Permanent ice and snow,11,Lichens and Mosses,163,0.1467,2020-2021
16,Permanent ice and snow,12,Bareland,19526,17.5734,2020-2021
16,Permanent ice and snow,13,Built-up,3595,3.2355,2020-2021
16,Permanent ice and snow,15,Water,34429,30.9861,2020-2021
16,Permanent ice and snow,16,Permanent ice and snow,5145613,4631.0517,2020-2021
16,Permanent ice and snow,20,Forest,14701,13.2309,2020-2021
20,Forest,5,Shrubland,3610743,3249.6687,2020-2021
20,Forest,7,Grassland,1171161,1054.0449,2020-2021
20,Forest,8,Cropland,7830179,7047.1611,2020-2021
20,Forest,9,Wetland,450897,405.8073,2020-2021
20,Forest,11,Lichens and Mosses,13377,12.0393,2020-2021
20,Forest,12,Bareland,66189,59.5701,2020-2021
20,Forest,13,Built-up,492348,443.1132,2020-2021
20,Forest,15,Water,65360,58.824,2020-2021
20,Forest,16,Permanent ice and snow,1426,1.2834,2020-2021
20,Forest,20,Forest,1214686669,1093218.0021,2020-2021
5,Shrubland,5,Shrubland,518234614,466411.1526,2021-2022
5,Shrubland,7,Grassland,526675,474.0075,2021-2022
5,Shrubland,8,Cropland,3026859,2724.1731,2021-2022
5,Shrubland,9,Wetland,435369,391.8321,2021-2022
5,Shrubland,11,Lichens and Mosses,21766,19.5894,2021-2022
5,Shrubland,12,Bareland,254100,228.69,2021-2022
5,Shrubland,13,Built-up,811312,730.1808,2021-2022
5,Shrubland,15,Water,35628,32.0652,2021-2022
5,Shrubland,16,Permanent ice and snow,3833,3.4497,2021-2022
5,Shrubland,20,Forest,1244446,1120.0014,2021-2022
7,Grassland,5,Shrubland,639709,575.7381,2021-2022
7,Grassland,7,Grassland,544765773,490289.1957,2021-2022
7,Grassland,8,Cropland,3004370,2703.933,2021-2022
7,Grassland,9,Wetland,175090,157.581,2021-2022
7,Grassland,11,Lichens and Mosses,12993,11.6937,2021-2022
7,Grassland,12,Bareland,384686,346.2174,2021-2022
7,Grassland,13,Built-up,657707,591.9363,2021-2022
7,Grassland,15,Water,6918,6.2262,2021-2022
7,Grassland,16,Permanent ice and snow,462,0.4158,2021-2022
7,Grassland,20,Forest,400479,360.4311,2021-2022
8,Cropland,5,Shrubland,2706322,2435.6898,2021-2022
8,Cropland,7,Grassland,3272235,2945.0115,2021-2022
8,Cropland,8,Cropland,1938255242,1744429.7178,2021-2022
8,Cropland,9,Wetland,848755,763.8795,2021-2022
8,Cropland,11,Lichens and Mosses,28684,25.8156,2021-2022
8,Cropland,12,Bareland,265844,239.2596,2021-2022
8,Cropland,13,Built-up,4792553,4313.2977,2021-2022
8,Cropland,15,Water,52969,47.6721,2021-2022
8,Cropland,16,Permanent ice and snow,431,0.3879,2021-2022
8,Cropland,20,Forest,2891281,2602.1529,2021-2022
9,Wetland,5,Shrubland,653847,588.4623,2021-2022
9,Wetland,7,Grassland,193843,174.4587,2021-2022
9,Wetland,8,Cropland,997460,897.714,2021-2022
9,Wetland,9,Wetland,44308484,39877.6356,2021-2022
9,Wetland,11,Lichens and Mosses,2210,1.989,2021-2022
9,Wetland,12,Bareland,1071296,964.1664,2021-2022
9,Wetland,13,Built-up,101521,91.3689,2021-2022
9,Wetland,15,Water,1244229,1119.8061,2021-2022
9,Wetland,16,Permanent ice and snow,11,0.0099,2021-2022
9,Wetland,20,Forest,475141,427.6269,2021-2022
11,Lichens and Mosses,5,Shrubland,15229,13.7061,2021-2022
11,Lichens and Mosses,7,Grassland,10629,9.5661,2021-2022
11,Lichens and Mosses,8,Cropland,27253,24.5277,2021-2022
11,Lichens and Mosses,9,Wetland,2221,1.9989,2021-2022
11,Lichens and Mosses,11,Lichens and Mosses,1016974,915.2766,2021-2022
11,Lichens and Mosses,12,Bareland,1167,1.0503,2021-2022
11,Lichens and Mosses,13,Built-up,6328,5.6952,2021-2022
11,Lichens and Mosses,15,Water,582,0.5238,2021-2022
11,Lichens and Mosses,16,Permanent ice and snow,46,0.0414,2021-2022
11,Lichens and Mosses,20,Forest,8868,7.9812,2021-2022
12,Bareland,5,Shrubland,184851,166.3659,2021-2022
12,Bareland,7,Grassland,248294,223.4646,2021-2022
12,Bareland,8,Cropland,241186,217.0674,2021-2022
12,Bareland,9,Wetland,1265683,1139.1147,2021-2022
12,Bareland,11,Lichens and Mosses,1255,1.1295,2021-2022
12,Bareland,12,Bareland,1202770201,1082493.1809,2021-2022
12,Bareland,13,Built-up,250586,225.5274,2021-2022
12,Bareland,15,Water,40311,36.2799,2021-2022
12,Bareland,16,Permanent ice and snow,4787,4.3083,2021-2022
12,Bareland,20,Forest,35635,32.0715,2021-2022
13,Built-up,5,Shrubland,1044796,940.3164,2021-2022
13,Built-up,7,Grassland,789523,710.5707,2021-2022
13,Built-up,8,Cropland,7010284,6309.2556,2021-2022
13,Built-up,9,Wetland,83398,75.0582,2021-2022
13,Built-up,11,Lichens and Mosses,11871,10.6839,2021-2022
13,Built-up,12,Bareland,265707,239.1363,2021-2022
13,Built-up,13,Built-up,122684478,110416.0302,2021-2022
13,Built-up,15,Water,29094,26.1846,2021-2022
13,Built-up,16,Permanent ice and snow,1587,1.4283,2021-2022
13,Built-up,20,Forest,594430,534.987,2021-2022
15,Water,5,Shrubland,37826,34.0434,2021-2022
15,Water,7,Grassland,2907,2.6163,2021-2022
15,Water,8,Cropland,32391,29.1519,2021-2022
15,Water,9,Wetland,1002555,902.2995,2021-2022
15,Water,11,Lichens and Mosses,556,0.5004,2021-2022
15,Water,12,Bareland,67830,61.047,2021-2022
15,Water,13,Built-up,24052,21.6468,2021-2022
15,Water,15,Water,3927188240,3534469.416,2021-2022
15,Water,16,Permanent ice and snow,16934,15.2406,2021-2022
15,Water,20,Forest,67082,60.3738,2021-2022
16,Permanent ice and snow,5,Shrubland,16761,15.0849,2021-2022
16,Permanent ice and snow,7,Grassland,2115,1.9035,2021-2022
16,Permanent ice and snow,8,Cropland,1877,1.6893,2021-2022
16,Permanent ice and snow,9,Wetland,23,0.0207,2021-2022
16,Permanent ice and snow,11,Lichens and Mosses,150,0.135,2021-2022
16,Permanent ice and snow,12,Bareland,14145,12.7305,2021-2022
16,Permanent ice and snow,13,Built-up,1977,1.7793,2021-2022
16,Permanent ice and snow,15,Water,22066,19.8594,2021-2022
16,Permanent ice and snow,16,Permanent ice and snow,5086069,4577.4621,2021-2022
16,Permanent ice and snow,20,Forest,10319,9.2871,2021-2022
20,Forest,5,Shrubland,1340072,1206.0648,2021-2022
20,Forest,7,Grassland,522600,470.34,2021-2022
20,Forest,8,Cropland,3243477,2919.1293,2021-2022
20,Forest,9,Wetland,443522,399.1698,2021-2022
20,Forest,11,Lichens and Mosses,11597,10.4373,2021-2022
20,Forest,12,Bareland,30556,27.5004,2021-2022
20,Forest,13,Built-up,450281,405.2529,2021-2022
20,Forest,15,Water,52852,47.5668,2021-2022
20,Forest,16,Permanent ice and snow,5077,4.5693,2021-2022
20,Forest,20,Forest,1221435947,1099292.3523,2021-2022
