Year,Class,Area_km2,pct,count
2017,Water,3535993.6128,41.02591881002585,39288817920.0
2017,Permanent ice and snow,4729.5927,0.05487450130348012,52551030.0
2017,Forest,1108096.1739,12.856545752672716,12312179710.0
2018,Shrubland,470940.6573,5.464029440853755,5232673970.0
2018,Grassland,493156.6983,5.721788248044374,5479518870.0
2018,Cropland,1758945.4533,20.407942259197785,19543838370.0
2018,Wetland,44429.5359,0.5154880735778615,493661510.0
2018,Lichens and Mosses,969.705,0.011250879674140825,10774500.0
2018,Bareland,1082963.5578,12.564947773072484,12032928420.000002
2018,Built-up,120397.6089,1.3968980368134294,1337751210.0
2018,Water,3535826.3847,41.023978635679995,39286959830.0
2018,Permanent ice and snow,4762.4373,0.05525557671450607,52915970.0
2018,Forest,1106534.0196,12.838421076371665,12294822440.0
2019,Shrubland,471627.0792,5.471993558458355,5240300880.0
2019,Grassland,492591.8043,5.715234130854331,5473242270.0
2019,Cropland,1759594.2768,20.41547013051533,19551047520.0
2019,Wetland,44900.82,0.5209560872252351,498898000.0
2019,Lichens and Mosses,967.0266,0.011219803865023456,10744740.0
2019,Bareland,1082236.7025,12.556514513230288,12024852249.999998
2019,Built-up,120002.6367,1.3923154203407289,1333362630.0
2019,Water,3536215.6824,41.028495370187414,39291285360.0
2019,Permanent ice and snow,4737.735,0.054968971344176984,52641500.0
2019,Forest,1106052.3036,12.832832013979118,12289470040.0
2020,Shrubland,472099.86,5.477478966514821,5245554000.0
2020,Grassland,493575.4737,5.7266470606014135,5484171930.0
2020,Cropland,1759124.8134,20.410023347333357,19545831260.0
2020,Wetland,44447.1318,0.5156922299371409,493857020.0
2020,Lichens and Mosses,992.1087,0.011510815819234434,11023430.0
2020,Bareland,1082442.0348,12.558896920851668,12027133720.0
2020,Built-up,119855.2635,1.390605548680615,1331725150.0
2020,Water,3536127.9972,41.027478227947746,39290311080.0
2020,Permanent ice and snow,4711.824,0.054668342528039995,52353600.0
2020,Forest,1105549.515,12.826998539785968,12283883500.0
2021,Shrubland,472135.1643,5.4778885504497286,5245946270.0
2021,Grassland,495043.3881,5.743678320739795,5500482090.0
2021,Cropland,1757802.9978,20.394687038130513,19531144420.0
2021,Wetland,44143.2432,0.5121663980769454,490480480.0
2021,Lichens and Mosses,980.3673,0.011374587647729069,10892970.0
2021,Bareland,1084538.5146,12.583220994473798,12050427940.000002
2021,Built-up,119263.7133,1.3837421547255615,1325152370.0
2021,Water,3535596.3366,41.021309480279996,39284403740.0
2021,Permanent ice and snow,4639.9518,0.05383445411769472,51555020.0
2021,Forest,1104782.3919,12.818098021358235,12275359910.0
2022,Shrubland,472386.6369,5.480806236364619,5248740410.0
2022,Grassland,495301.1526,5.746669007962074,5503346140.0
2022,Cropland,1760256.4851,20.423153339919008,19558405390.0
2022,Wetland,43708.5981,0.5071234838930193,485651090.0
2022,Lichens and Mosses,997.2513,0.011570482137537204,11080570.0
2022,Bareland,1084612.9815,12.584085003034563,12051255350.0
2022,Built-up,116802.7614,1.3551892731488242,1297808460.0
2022,Water,3535805.6028,41.02373751631246,39286728920.0
2022,Permanent ice and snow,4607.3133,0.0534557701150027,51192370.0
2022,Forest,1104447.2751,12.814209887112895,12271636390.0
