Period,From,From_Label,To,To_Label,Area_km2
2013-2014,7,Grassland,13,Built-up,681.8787
2013-2014,7,Grassland,15,Water,3.1086
2013-2014,7,Grassland,16,Permanent ice and snow,1.2447
2013-2014,7,Grassland,20,Forest,1107.1287
2013-2014,8,Cropland,5,Shrubland,6127.2963
2013-2014,8,Cropland,7,Grassland,8200.8216
2013-2014,8,Cropland,8,Cropland,1727051.031
2013-2014,8,Cropland,9,Wetland,766.0269
2013-2014,8,Cropland,11,Lichens and Mosses,53.3682
2013-2014,8,Cropland,12,Bareland,758.3184
2013-2014,8,Cropland,13,Built-up,4667.3865
2013-2014,8,Cropland,15,Water,36.6813
2013-2014,8,Cropland,16,Permanent ice and snow,0.4734
2013-2014,8,Cropland,20,Forest,6844.2318
2013-2014,9,Wetland,5,Shrubland,325.1142
2013-2014,9,Wetland,7,Grassland,137.2923
2013-2014,9,Wetland,8,Cropland,657.9756
2013-2014,9,Wetland,9,Wetland,40478.247
2013-2014,9,Wetland,11,Lichens and Mosses,4.3209
2013-2014,9,Wetland,12,Bareland,742.7277
2013-2014,9,Wetland,13,Built-up,80.9649
2013-2014,9,Wetland,15,Water,1262.7747
2013-2014,9,Wetland,16,Permanent ice and snow,0.0054
2013-2014,9,Wetland,20,Forest,415.2186
2013-2014,11,Lichens and Mosses,5,Shrubland,65.7666
2013-2014,11,Lichens and Mosses,7,Grassland,40.8852
2013-2014,11,Lichens and Mosses,8,Cropland,75.6171
2013-2014,11,Lichens and Mosses,9,Wetland,2.25
2013-2014,11,Lichens and Mosses,11,Lichens and Mosses,771.7329
2013-2014,11,Lichens and Mosses,12,Bareland,3.6846
2013-2014,11,Lichens and Mosses,13,Built-up,6.7473
2013-2014,11,Lichens and Mosses,15,Water,1.08
2013-2014,11,Lichens and Mosses,16,Permanent ice and snow,0.0693
2013-2014,11,Lichens and Mosses,20,Forest,14.7573
2013-2014,12,Bareland,5,Shrubland,317.2086
2013-2014,12,Bareland,7,Grassland,745.6914
2013-2014,12,Bareland,8,Cropland,819.8577
2013-2014,12,Bareland,9,Wetland,1208.9871
2013-2014,12,Bareland,11,Lichens and Mosses,7.0542
2013-2014,12,Bareland,12,Bareland,1081027.6722
2013-2014,12,Bareland,13,Built-up,268.9065
2013-2014,12,Bareland,15,Water,58.329
2013-2014,12,Bareland,16,Permanent ice and snow,2.3265
2013-2014,12,Bareland,20,Forest,75.312
2013-2014,13,Built-up,5,Shrubland,658.6515
2013-2014,13,Built-up,7,Grassland,591.3351
2013-2014,13,Built-up,8,Cropland,4386.1896
2013-2014,13,Built-up,9,Wetland,76.7898
2013-2014,13,Built-up,11,Lichens and Mosses,8.3016
2013-2014,13,Built-up,12,Bareland,235.8756
2013-2014,13,Built-up,13,Built-up,110873.9934
2013-2014,13,Built-up,15,Water,17.4177
2013-2014,13,Built-up,16,Permanent ice and snow,0.8199
2013-2014,13,Built-up,20,Forest,444.2013
2013-2014,15,Water,5,Shrubland,41.7465
2013-2014,15,Water,7,Grassland,3.3948
2013-2014,15,Water,8,Cropland,42.8238
2013-2014,15,Water,9,Wetland,1260.5544
2013-2014,15,Water,11,Lichens and Mosses,5.8608
2013-2014,15,Water,12,Bareland,32.7825
2013-2014,15,Water,13,Built-up,23.7717
2013-2014,15,Water,15,Water,3535528.8861
2013-2014,15,Water,16,Permanent ice and snow,6.66
2013-2014,15,Water,20,Forest,45.0657
2013-2014,16,Permanent ice and snow,5,Shrubland,0.7497
2013-2014,16,Permanent ice and snow,7,Grassland,0.1107
2013-2014,16,Permanent ice and snow,8,Cropland,0.144
2013-2014,16,Permanent ice and snow,9,Wetland,0.0081
2013-2014,16,Permanent ice and snow,11,Lichens and Mosses,0.0126
2013-2014,16,Permanent ice and snow,12,Bareland,0.5229
2013-2014,16,Permanent ice and snow,13,Built-up,0.6975
2013-2014,16,Permanent ice and snow,15,Water,3.6144
2013-2014,16,Permanent ice and snow,16,Permanent ice and snow,4728.2895
2013-2014,16,Permanent ice and snow,20,Forest,1.3887
2013-2014,20,Forest,5,Shrubland,3092.6691
2013-2014,20,Forest,7,Grassland,1106.6913
2013-2014,20,Forest,8,Cropland,7494.2874
2013-2014,20,Forest,9,Wetland,425.9313
2013-2014,20,Forest,11,Lichens and Mosses,12.2904
2013-2014,20,Forest,12,Bareland,69.9426
2013-2014,20,Forest,13,Built-up,458.5788
2013-2014,20,Forest,15,Water,59.4432
2013-2014,20,Forest,16,Permanent ice and snow,1.917
2013-2014,20,Forest,20,Forest,1099968.8391
2014-2015,5,Shrubland,5,Shrubland,455024.2995
2014-2015,5,Shrubland,7,Grassland,1385.1117
2014-2015,5,Shrubland,8,Cropland,6086.1096
2014-2015,5,Shrubland,9,Wetland,342.081
2014-2015,5,Shrubland,11,Lichens and Mosses,53.2386
2014-2015,5,Shrubland,12,Bareland,327.4758
2014-2015,5,Shrubland,13,Built-up,756.2763
2014-2015,5,Shrubland,15,Water,27.0864
2014-2015,5,Shrubland,16,Permanent ice and snow,1.5588
2014-2015,5,Shrubland,20,Forest,3197.1771
2014-2015,7,Grassland,5,Shrubland,1557.7821
2014-2015,7,Grassland,7,Grassland,480843.2889
2014-2015,7,Grassland,8,Cropland,8174.3931
2014-2015,7,Grassland,9,Wetland,131.7879
2014-2015,7,Grassland,11,Lichens and Mosses,45.8577
2014-2015,7,Grassland,12,Bareland,1160.5644
2014-2015,7,Grassland,13,Built-up,743.3757
2014-2015,7,Grassland,15,Water,4.1094
2014-2015,7,Grassland,16,Permanent ice and snow,0.3762
2014-2015,7,Grassland,20,Forest,1099.728
2014-2015,8,Cropland,5,Shrubland,7167.6612
2014-2015,8,Cropland,7,Grassland,10062.1197
2014-2015,8,Cropland,8,Cropland,1724867.9685
2014-2015,8,Cropland,9,Wetland,716.9967
2014-2015,8,Cropland,11,Lichens and Mosses,75.8646
2014-2015,8,Cropland,12,Bareland,1017.7344
2014-2015,8,Cropland,13,Built-up,5599.0863
2014-2015,8,Cropland,15,Water,35.8506
2014-2015,8,Cropland,16,Permanent ice and snow,0.1719
2014-2015,8,Cropland,20,Forest,6831.6768
2014-2015,9,Wetland,5,Shrubland,327.5919
2014-2015,9,Wetland,7,Grassland,155.7171
2014-2015,9,Wetland,8,Cropland,670.3146
2014-2015,9,Wetland,9,Wetland,40712.2074
2014-2015,9,Wetland,11,Lichens and Mosses,5.0364
2014-2015,9,Wetland,12,Bareland,1242.0783
2014-2015,9,Wetland,13,Built-up,90.1836
2014-2015,9,Wetland,15,Water,1123.2702
2014-2015,9,Wetland,16,Permanent ice and snow,0.0072
2014-2015,9,Wetland,20,Forest,404.6553
2014-2015,11,Lichens and Mosses,5,Shrubland,57.7701
2014-2015,11,Lichens and Mosses,7,Grassland,36.4635
2014-2015,11,Lichens and Mosses,8,Cropland,60.5178
2014-2015,11,Lichens and Mosses,9,Wetland,4.3425
2014-2015,11,Lichens and Mosses,11,Lichens and Mosses,792.8055
2014-2015,11,Lichens and Mosses,12,Bareland,4.6269
2014-2015,11,Lichens and Mosses,13,Built-up,8.7948
2014-2015,11,Lichens and Mosses,15,Water,2.8593
2014-2015,11,Lichens and Mosses,16,Permanent ice and snow,0.0351
2014-2015,11,Lichens and Mosses,20,Forest,11.7756
2014-2015,12,Bareland,5,Shrubland,335.655
2014-2015,12,Bareland,7,Grassland,712.7424
2014-2015,12,Bareland,8,Cropland,924.3396
2014-2015,12,Bareland,9,Wetland,979.8822
2014-2015,12,Bareland,11,Lichens and Mosses,5.409
2014-2015,12,Bareland,12,Bareland,1080703.368
2014-2015,12,Bareland,13,Built-up,339.7455
2014-2015,12,Bareland,15,Water,50.0598
2014-2015,12,Bareland,16,Permanent ice and snow,0.7758
2014-2015,12,Bareland,20,Forest,124.6914
2014-2015,13,Built-up,5,Shrubland,798.6771
2014-2015,13,Built-up,7,Grassland,677.3562
2014-2015,13,Built-up,8,Cropland,5161.0815
2014-2015,13,Built-up,9,Wetland,87.9912
2014-2015,13,Built-up,11,Lichens and Mosses,9.0279
2014-2015,13,Built-up,12,Bareland,262.8054
2014-2015,13,Built-up,13,Built-up,110303.1972
2014-2015,13,Built-up,15,Water,16.8867
2014-2015,13,Built-up,16,Permanent ice and snow,0.9144
2014-2015,13,Built-up,20,Forest,490.4658
2014-2015,15,Water,5,Shrubland,53.5302
2014-2015,15,Water,7,Grassland,2.9133
2014-2015,15,Water,8,Cropland,45.0324
2014-2015,15,Water,9,Wetland,1384.9884
2014-2015,15,Water,11,Lichens and Mosses,1.9458
2014-2015,15,Water,12,Bareland,38.0637
2014-2015,15,Water,13,Built-up,27.5904
2014-2015,15,Water,15,Water,3535399.872
2014-2015,15,Water,16,Permanent ice and snow,2.8449
2014-2015,15,Water,20,Forest,51.3342
2014-2015,16,Permanent ice and snow,5,Shrubland,2.7045
2014-2015,16,Permanent ice and snow,7,Grassland,0.4905
2014-2015,16,Permanent ice and snow,8,Cropland,0.648
2014-2015,16,Permanent ice and snow,9,Wetland,0.0099
2014-2015,16,Permanent ice and snow,11,Lichens and Mosses,0.018
2014-2015,16,Permanent ice and snow,12,Bareland,1.4805
2014-2015,16,Permanent ice and snow,13,Built-up,0.927
2014-2015,16,Permanent ice and snow,15,Water,9.1539
2014-2015,16,Permanent ice and snow,16,Permanent ice and snow,4728.0285
2014-2015,16,Permanent ice and snow,20,Forest,4.3686
2014-2015,20,Forest,5,Shrubland,3361.0266
2014-2015,20,Forest,7,Grassland,991.3023
2014-2015,20,Forest,8,Cropland,7467.0336
2014-2015,20,Forest,9,Wetland,421.8417
2014-2015,20,Forest,11,Lichens and Mosses,10.5966
2014-2015,20,Forest,12,Bareland,59.5548
2014-2015,20,Forest,13,Built-up,498.3255
2014-2015,20,Forest,15,Water,95.7798
2014-2015,20,Forest,16,Permanent ice and snow,0.7929
2014-2015,20,Forest,20,Forest,1099230.7923
2015-2016,5,Shrubland,5,Shrubland,456312.6108
2015-2016,5,Shrubland,7,Grassland,1267.7769
2015-2016,5,Shrubland,8,Cropland,6469.9947
2015-2016,5,Shrubland,9,Wetland,351.4617
2015-2016,5,Shrubland,11,Lichens and Mosses,35.8866
2015-2016,5,Shrubland,12,Bareland,241.551
2015-2016,5,Shrubland,13,Built-up,793.9854
2015-2016,5,Shrubland,15,Water,24.0129
2015-2016,5,Shrubland,16,Permanent ice and snow,0.81
2015-2016,5,Shrubland,20,Forest,3188.6082
2015-2016,7,Grassland,5,Shrubland,1308.1122
2015-2016,7,Grassland,7,Grassland,484137.3987
2015-2016,7,Grassland,8,Cropland,6947.9892
2015-2016,7,Grassland,9,Wetland,179.946
2015-2016,7,Grassland,11,Lichens and Mosses,28.944
2015-2016,7,Grassland,12,Bareland,623.9457
2015-2016,7,Grassland,13,Built-up,698.9058
2015-2016,7,Grassland,15,Water,6.9948
2015-2016,7,Grassland,16,Permanent ice and snow,0.1053
2015-2016,7,Grassland,20,Forest,935.1666
2015-2016,8,Cropland,5,Shrubland,5798.4579
2015-2016,8,Cropland,7,Grassland,8762.9571
2015-2016,8,Cropland,8,Cropland,1725407.4789
2015-2016,8,Cropland,9,Wetland,668.4903
2015-2016,8,Cropland,11,Lichens and Mosses,48.3201
2015-2016,8,Cropland,12,Bareland,713.205
2015-2016,8,Cropland,13,Built-up,5550.2271
2015-2016,8,Cropland,15,Water,28.4481
2015-2016,8,Cropland,16,Permanent ice and snow,0.1332
2015-2016,8,Cropland,20,Forest,6479.7201
2015-2016,9,Wetland,5,Shrubland,391.3794
2015-2016,9,Wetland,7,Grassland,129.7422
2015-2016,9,Wetland,8,Cropland,775.2357
2015-2016,9,Wetland,9,Wetland,40544.5167
2015-2016,9,Wetland,11,Lichens and Mosses,5.4639
2015-2016,9,Wetland,12,Bareland,1146.258
2015-2016,9,Wetland,13,Built-up,105.6834
2015-2016,9,Wetland,15,Water,1285.6698
2015-2016,9,Wetland,16,Permanent ice and snow,0.0027
2015-2016,9,Wetland,20,Forest,398.178
2015-2016,11,Lichens and Mosses,5,Shrubland,50.2092
2015-2016,11,Lichens and Mosses,7,Grassland,29.8674
2015-2016,11,Lichens and Mosses,8,Cropland,60.9138
2015-2016,11,Lichens and Mosses,9,Wetland,4.5306
2015-2016,11,Lichens and Mosses,11,Lichens and Mosses,825.7266
2015-2016,11,Lichens and Mosses,12,Bareland,6.0417
2015-2016,11,Lichens and Mosses,13,Built-up,8.523
2015-2016,11,Lichens and Mosses,15,Water,2.7036
2015-2016,11,Lichens and Mosses,16,Permanent ice and snow,0.0117
2015-2016,11,Lichens and Mosses,20,Forest,11.2743
2015-2016,12,Bareland,5,Shrubland,315.072
2015-2016,12,Bareland,7,Grassland,734.7996
2015-2016,12,Bareland,8,Cropland,657.5058
2015-2016,12,Bareland,9,Wetland,1044.972
2015-2016,12,Bareland,11,Lichens and Mosses,6.0021
2015-2016,12,Bareland,12,Bareland,1081622.1906
2015-2016,12,Bareland,13,Built-up,309.582
2015-2016,12,Bareland,15,Water,46.0116
2015-2016,12,Bareland,16,Permanent ice and snow,0.4905
2015-2016,12,Bareland,20,Forest,81.1242
2015-2016,13,Built-up,5,Shrubland,740.4921
2015-2016,13,Built-up,7,Grassland,651.0051
2015-2016,13,Built-up,8,Cropland,4611.2859
2015-2016,13,Built-up,9,Wetland,78.9543
2015-2016,13,Built-up,11,Lichens and Mosses,8.7858
2015-2016,13,Built-up,12,Bareland,251.2728
2015-2016,13,Built-up,13,Built-up,111551.6493
2015-2016,13,Built-up,15,Water,21.7116
2015-2016,13,Built-up,16,Permanent ice and snow,0.5121
2015-2016,13,Built-up,20,Forest,451.8324
2015-2016,15,Water,5,Shrubland,43.839
2015-2016,15,Water,7,Grassland,2.6451
2015-2016,15,Water,8,Cropland,34.1145
2015-2016,15,Water,9,Wetland,1724.7546
2015-2016,15,Water,11,Lichens and Mosses,1.9485
2015-2016,15,Water,12,Bareland,32.9121
2015-2016,15,Water,13,Built-up,22.3263
2015-2016,15,Water,15,Water,3534842.3274
2015-2016,15,Water,16,Permanent ice and snow,3.4362
2015-2016,15,Water,20,Forest,56.6244
2015-2016,16,Permanent ice and snow,5,Shrubland,6.1596
2015-2016,16,Permanent ice and snow,7,Grassland,1.2393
2015-2016,16,Permanent ice and snow,8,Cropland,0.8613
2015-2016,16,Permanent ice and snow,9,Wetland,0.0198
2015-2016,16,Permanent ice and snow,11,Lichens and Mosses,0.0639
2015-2016,16,Permanent ice and snow,12,Bareland,3.6693
2015-2016,16,Permanent ice and snow,13,Built-up,1.5129
2015-2016,16,Permanent ice and snow,15,Water,14.3946
2015-2016,16,Permanent ice and snow,16,Permanent ice and snow,4703.3208
2015-2016,16,Permanent ice and snow,20,Forest,4.2642
2015-2016,20,Forest,5,Shrubland,3553.0902
2015-2016,20,Forest,7,Grassland,907.7895
2015-2016,20,Forest,8,Cropland,7693.8597
2015-2016,20,Forest,9,Wetland,411.1551
2015-2016,20,Forest,11,Lichens and Mosses,9.1188
2015-2016,20,Forest,12,Bareland,54.1242
2015-2016,20,Forest,13,Built-up,510.165
2015-2016,20,Forest,15,Water,43.3899
2015-2016,20,Forest,16,Permanent ice and snow,1.5408
2015-2016,20,Forest,20,Forest,1098262.4301
2016-2017,5,Shrubland,5,Shrubland,456097.032
2016-2017,5,Shrubland,7,Grassland,1390.9347
2016-2017,5,Shrubland,8,Cropland,6631.4637
2016-2017,5,Shrubland,9,Wetland,330.7851
2016-2017,5,Shrubland,11,Lichens and Mosses,48.906
2016-2017,5,Shrubland,12,Bareland,351.7101
2016-2017,5,Shrubland,13,Built-up,761.967
2016-2017,5,Shrubland,15,Water,26.7129
2016-2017,5,Shrubland,16,Permanent ice and snow,4.7799
2016-2017,5,Shrubland,20,Forest,2875.1283
2016-2017,7,Grassland,5,Shrubland,1502.7795
2016-2017,7,Grassland,7,Grassland,482242.9221
2016-2017,7,Grassland,8,Cropland,10212.9759
2016-2017,7,Grassland,9,Wetland,169.5393
2016-2017,7,Grassland,11,Lichens and Mosses,38.7882
2016-2017,7,Grassland,12,Bareland,639.0693
2016-2017,7,Grassland,13,Built-up,691.5492
2016-2017,7,Grassland,15,Water,3.1626
2016-2017,7,Grassland,16,Permanent ice and snow,0.657
2016-2017,7,Grassland,20,Forest,1123.785
2016-2017,8,Cropland,5,Shrubland,6150.3615
2016-2017,8,Cropland,7,Grassland,8677.4364
2016-2017,8,Cropland,8,Cropland,1724248.9782
2016-2017,8,Cropland,9,Wetland,710.1639
2016-2017,8,Cropland,11,Lichens and Mosses,74.4444
2016-2017,8,Cropland,12,Bareland,768.3885
2016-2017,8,Cropland,13,Built-up,5424.3009
2016-2017,8,Cropland,15,Water,28.1421
2016-2017,8,Cropland,16,Permanent ice and snow,0.8388
2016-2017,8,Cropland,20,Forest,6576.1677
2016-2017,9,Wetland,5,Shrubland,461.5713
2016-2017,9,Wetland,7,Grassland,150.2316
2016-2017,9,Wetland,8,Cropland,801.1908
2016-2017,9,Wetland,9,Wetland,41058.7281
2016-2017,9,Wetland,11,Lichens and Mosses,5.0112
2016-2017,9,Wetland,12,Bareland,983.8764
2016-2017,9,Wetland,13,Built-up,89.6085
2016-2017,9,Wetland,15,Water,1068.7077
2016-2017,9,Wetland,16,Permanent ice and snow,0.0243
2016-2017,9,Wetland,20,Forest,389.8503
2016-2017,11,Lichens and Mosses,5,Shrubland,42.2253
2016-2017,11,Lichens and Mosses,7,Grassland,33.4422
2016-2017,11,Lichens and Mosses,8,Cropland,66.8952
2016-2017,11,Lichens and Mosses,9,Wetland,4.0716
2016-2017,11,Lichens and Mosses,11,Lichens and Mosses,794.5164
2016-2017,11,Lichens and Mosses,12,Bareland,6.876
2016-2017,11,Lichens and Mosses,13,Built-up,8.1972
2016-2017,11,Lichens and Mosses,15,Water,3.0384
2016-2017,11,Lichens and Mosses,16,Permanent ice and snow,0.0504
2016-2017,11,Lichens and Mosses,20,Forest,10.9476
2016-2017,12,Bareland,5,Shrubland,478.2951
2016-2017,12,Bareland,7,Grassland,1266.8931
2016-2017,12,Bareland,8,Cropland,1043.8506
2016-2017,12,Bareland,9,Wetland,1139.9886
2016-2017,12,Bareland,11,Lichens and Mosses,3.7701
2016-2017,12,Bareland,12,Bareland,1080306.0423
2016-2017,12,Bareland,13,Built-up,311.0796
2016-2017,12,Bareland,15,Water,39.6756
2016-2017,12,Bareland,16,Permanent ice and snow,3.2742
2016-2017,12,Bareland,20,Forest,102.2949
2016-2017,13,Built-up,5,Shrubland,791.874
2016-2017,13,Built-up,7,Grassland,665.4015
2016-2017,13,Built-up,8,Cropland,4756.3056
2016-2017,13,Built-up,9,Wetland,86.6439
2016-2017,13,Built-up,11,Lichens and Mosses,7.6689
2016-2017,13,Built-up,12,Bareland,234.0837
2016-2017,13,Built-up,13,Built-up,112539.1707
2016-2017,13,Built-up,15,Water,16.1946
2016-2017,13,Built-up,16,Permanent ice and snow,1.332
2016-2017,13,Built-up,20,Forest,453.8772
2016-2017,15,Water,5,Shrubland,40.0599
2016-2017,15,Water,7,Grassland,6.6852
2016-2017,15,Water,8,Cropland,32.5143
2016-2017,15,Water,9,Wetland,1355.0337
2016-2017,15,Water,11,Lichens and Mosses,1.5309
2016-2017,15,Water,12,Bareland,41.6322
2016-2017,15,Water,13,Built-up,23.6178
2016-2017,15,Water,15,Water,3534756.0057
2016-2017,15,Water,16,Permanent ice and snow,15.714
2016-2017,15,Water,20,Forest,42.8697
2016-2017,16,Permanent ice and snow,5,Shrubland,1.7631
2016-2017,16,Permanent ice and snow,7,Grassland,0.324
2016-2017,16,Permanent ice and snow,8,Cropland,0.189
2016-2017,16,Permanent ice and snow,9,Wetland,0.0054
2016-2017,16,Permanent ice and snow,11,Lichens and Mosses,0.018
2016-2017,16,Permanent ice and snow,12,Bareland,2.7657
2016-2017,16,Permanent ice and snow,13,Built-up,1.1412
2016-2017,16,Permanent ice and snow,15,Water,5.0571
2016-2017,16,Permanent ice and snow,16,Permanent ice and snow,4696.7571
2016-2017,16,Permanent ice and snow,20,Forest,2.3427
2016-2017,20,Forest,5,Shrubland,3676.2453
2016-2017,20,Forest,7,Grassland,996.6033
2016-2017,20,Forest,8,Cropland,7622.1387
2016-2017,20,Forest,9,Wetland,411.3774
2016-2017,20,Forest,11,Lichens and Mosses,13.6125
2016-2017,20,Forest,12,Bareland,70.5411
2016-2017,20,Forest,13,Built-up,506.7207
2016-2017,20,Forest,15,Water,46.9161
2016-2017,20,Forest,16,Permanent ice and snow,6.165
2016-2017,20,Forest,20,Forest,1096518.8997
2017-2018,5,Shrubland,5,Shrubland,457343.6085
2017-2018,5,Shrubland,7,Grassland,1236.5874
2017-2018,5,Shrubland,8,Cropland,6325.3881
2017-2018,5,Shrubland,9,Wetland,364.0851
2017-2018,5,Shrubland,11,Lichens and Mosses,39.0249
2017-2018,5,Shrubland,12,Bareland,283.7484
2017-2018,5,Shrubland,13,Built-up,791.4555
2017-2018,5,Shrubland,15,Water,30.393
2017-2018,5,Shrubland,16,Permanent ice and snow,7.3332
2017-2018,5,Shrubland,20,Forest,2820.5829
2017-2018,7,Grassland,5,Shrubland,1358.001
2017-2018,7,Grassland,7,Grassland,480999.3813
2017-2018,7,Grassland,8,Cropland,10196.2386
2017-2018,7,Grassland,9,Wetland,138.9726
2017-2018,7,Grassland,11,Lichens and Mosses,30.1779
2017-2018,7,Grassland,12,Bareland,976.4604
2017-2018,7,Grassland,13,Built-up,692.046
2017-2018,7,Grassland,15,Water,3.51
2017-2018,7,Grassland,16,Permanent ice and snow,1.7712
2017-2018,7,Grassland,20,Forest,1034.3142
2017-2018,8,Cropland,5,Shrubland,6521.8716
2017-2018,8,Cropland,7,Grassland,7809.0759
2017-2018,8,Cropland,8,Cropland,1727818.6707
2017-2018,8,Cropland,9,Wetland,722.8278
2017-2018,8,Cropland,11,Lichens and Mosses,52.3071
2017-2018,8,Cropland,12,Bareland,974.2977
2017-2018,8,Cropland,13,Built-up,5006.9673
2017-2018,8,Cropland,15,Water,33.1344
2017-2018,8,Cropland,16,Permanent ice and snow,1.1241
2017-2018,8,Cropland,20,Forest,6476.2254
2017-2018,9,Wetland,5,Shrubland,547.1478
2017-2018,9,Wetland,7,Grassland,180.6633
2017-2018,9,Wetland,8,Cropland,783.5121
2017-2018,9,Wetland,9,Wetland,40729.5081
2017-2018,9,Wetland,11,Lichens and Mosses,2.853
2017-2018,9,Wetland,12,Bareland,1483.3944
2017-2018,9,Wetland,13,Built-up,83.1078
2017-2018,9,Wetland,15,Water,1062.3204
2017-2018,9,Wetland,16,Permanent ice and snow,0.0126
2017-2018,9,Wetland,20,Forest,393.8076
2017-2018,11,Lichens and Mosses,5,Shrubland,46.0647
2017-2018,11,Lichens and Mosses,7,Grassland,30.6387
2017-2018,11,Lichens and Mosses,8,Cropland,68.7825
2017-2018,11,Lichens and Mosses,9,Wetland,3.0384
2017-2018,11,Lichens and Mosses,11,Lichens and Mosses,813.6144
2017-2018,11,Lichens and Mosses,12,Bareland,3.7386
2017-2018,11,Lichens and Mosses,13,Built-up,8.0172
2017-2018,11,Lichens and Mosses,15,Water,1.2222
2017-2018,11,Lichens and Mosses,16,Permanent ice and snow,0.0756
2017-2018,11,Lichens and Mosses,20,Forest,13.0743
2017-2018,12,Bareland,5,Shrubland,331.9047
2017-2018,12,Bareland,7,Grassland,1329.2397
2017-2018,12,Bareland,8,Cropland,1675.8711
2017-2018,12,Bareland,9,Wetland,765.603
2017-2018,12,Bareland,11,Lichens and Mosses,8.9577
2017-2018,12,Bareland,12,Bareland,1078874.5158
2017-2018,12,Bareland,13,Built-up,292.6926
2017-2018,12,Bareland,15,Water,46.7766
2017-2018,12,Bareland,16,Permanent ice and snow,4.1634
2017-2018,12,Bareland,20,Forest,75.2679
2017-2018,13,Built-up,5,Shrubland,814.0626
2017-2018,13,Built-up,7,Grassland,649.0683
2017-2018,13,Built-up,8,Cropland,5018.7645
2017-2018,13,Built-up,9,Wetland,87.1038
2017-2018,13,Built-up,11,Lichens and Mosses,8.9847
2017-2018,13,Built-up,12,Bareland,257.2173
2017-2018,13,Built-up,13,Built-up,113033.0943
2017-2018,13,Built-up,15,Water,18.8109
2017-2018,13,Built-up,16,Permanent ice and snow,0.9918
2017-2018,13,Built-up,20,Forest,469.2411
2017-2018,15,Water,5,Shrubland,35.6337
2017-2018,15,Water,7,Grassland,3.7026
2017-2018,15,Water,8,Cropland,27.9441
2017-2018,15,Water,9,Wetland,1217.0025
2017-2018,15,Water,11,Lichens and Mosses,1.1466
2017-2018,15,Water,12,Bareland,35.2521
2017-2018,15,Water,13,Built-up,21.0699
2017-2018,15,Water,15,Water,3534585.7968
2017-2018,15,Water,16,Permanent ice and snow,15.8049
2017-2018,15,Water,20,Forest,50.2596
2017-2018,16,Permanent ice and snow,5,Shrubland,0.3636
2017-2018,16,Permanent ice and snow,7,Grassland,0.0549
2017-2018,16,Permanent ice and snow,8,Cropland,0.027
2017-2018,16,Permanent ice and snow,9,Wetland,0.0081
2017-2018,16,Permanent ice and snow,11,Lichens and Mosses,0.0063
2017-2018,16,Permanent ice and snow,12,Bareland,0.4023
2017-2018,16,Permanent ice and snow,13,Built-up,0.8226
2017-2018,16,Permanent ice and snow,15,Water,1.4625
2017-2018,16,Permanent ice and snow,16,Permanent ice and snow,4725.5256
2017-2018,16,Permanent ice and snow,20,Forest,0.9198
2017-2018,20,Forest,5,Shrubland,3941.9748
2017-2018,20,Forest,7,Grassland,918.2754
2017-2018,20,Forest,8,Cropland,7030.1853
2017-2018,20,Forest,9,Wetland,401.3802
2017-2018,20,Forest,11,Lichens and Mosses,12.6324
2017-2018,20,Forest,12,Bareland,74.5254
2017-2018,20,Forest,13,Built-up,468.2709
2017-2018,20,Forest,15,Water,42.9579
2017-2018,20,Forest,16,Permanent ice and snow,5.6349
2017-2018,20,Forest,20,Forest,1095200.3214
2018-2019,5,Shrubland,5,Shrubland,459170.0613
2018-2019,5,Shrubland,7,Grassland,1294.6788
2018-2019,5,Shrubland,8,Cropland,5600.4444
2018-2019,5,Shrubland,9,Wetland,602.3466
2018-2019,5,Shrubland,11,Lichens and Mosses,36.7326
2018-2019,5,Shrubland,12,Bareland,243.3762
2018-2019,5,Shrubland,13,Built-up,800.5644
2018-2019,5,Shrubland,15,Water,39.348
2018-2019,5,Shrubland,16,Permanent ice and snow,0.4113
2018-2019,5,Shrubland,20,Forest,3152.6802
2018-2019,7,Grassland,5,Shrubland,1274.1327
2018-2019,7,Grassland,7,Grassland,481374.3843
2018-2019,7,Grassland,8,Cropland,7799.1381
2018-2019,7,Grassland,9,Wetland,140.8338
2018-2019,7,Grassland,11,Lichens and Mosses,26.3052
2018-2019,7,Grassland,12,Bareland,877.9059
2018-2019,7,Grassland,13,Built-up,692.3601
2018-2019,7,Grassland,15,Water,6.6051
2018-2019,7,Grassland,16,Permanent ice and snow,0.0855
2018-2019,7,Grassland,20,Forest,964.9332
2018-2019,8,Cropland,5,Shrubland,6296.5494
2018-2019,8,Cropland,7,Grassland,7634.637
2018-2019,8,Cropland,8,Cropland,1732611.7377
2018-2019,8,Cropland,9,Wetland,732.7908
2018-2019,8,Cropland,11,Lichens and Mosses,59.5458
2018-2019,8,Cropland,12,Bareland,614.6622
2018-2019,8,Cropland,13,Built-up,4714.5681
2018-2019,8,Cropland,15,Water,50.8941
2018-2019,8,Cropland,16,Permanent ice and snow,0.0405
2018-2019,8,Cropland,20,Forest,6229.9467
2018-2019,9,Wetland,5,Shrubland,425.0205
2018-2019,9,Wetland,7,Grassland,157.5153
2018-2019,9,Wetland,8,Cropland,696.8871
2018-2019,9,Wetland,9,Wetland,40161.0951
2018-2019,9,Wetland,11,Lichens and Mosses,1.6497
2018-2019,9,Wetland,12,Bareland,906.858
2018-2019,9,Wetland,13,Built-up,86.7636
2018-2019,9,Wetland,15,Water,1565.3187
